大分類,商品ID,売上
"化粧品",9928189,11520
"バッグ",9940247,1141
"化粧品",9940246,1136
"バッグ",9937469,2068
"化粧品",9931468,6622
"化粧品",9929635,6622
"バッグ",9915439,17280
"化粧品",9912385,16720
"化粧品",9910835,9120
"食品",9910624,502
"バッグ",9908580,2059
"化粧品",9940249,888
"化粧品",9940253,9800
"化粧品",9900320,3452
"食品",9915167,18462
"化粧品",9909427,3758
"化粧品",9924063,2038
"バッグ",9903572,107599
"化粧品",9907324,8990
"化粧品",9935535,1980
"化粧品",9914858,3723
"化粧品",9911059,3266
"化粧品",9914856,1140
"化粧品",9900190,796
"化粧品",9903037,780
"化粧品",9902779,11758
"食品",9909854,14365
"化粧品",9903547,9268
"化粧品",9904248,134
"化粧品",9915341,16758
"化粧品",9920797,4050
"化粧品",9937989,1150
"化粧品",9934660,2100
"化粧品",9909709,2229
"食品",9939365,1938
"化粧品",9929217,2100
"化粧品",9934661,2100
"化粧品",9936301,1700
"化粧品",9924228,2100
"バッグ",9903854,1489
"バッグ",9912023,21490
"食品",9920341,432
"バッグ",9929112,600
"食品",9917390,306
"バッグ",9903535,6185
"食品",9940257,775
"食品",9915624,4340
"食品",9912516,6093
"食品",9929766,4200
"食品",9940258,775
"化粧品",9914682,1870
"化粧品",9940260,1980
"化粧品",9940259,1980
"化粧品",9933445,1150
"バッグ",9924797,6844
"化粧品",9902877,8910
"化粧品",9940265,5947
"バッグ",9900521,3192
"化粧品",9935634,1150
"化粧品",9937992,1150
"バッグ",9940266,5070
"食品",9925902,6713
"化粧品",9912205,3530
"化粧品",9904735,2417
"化粧品",9910025,19800
"化粧品",9909162,3945
"バッグ",9905329,18810
"化粧品",9916300,699
"化粧品",9923342,666
"化粧品",9915319,221250
"食品",9901441,3120
"食品",9901501,5202
"食品",9920555,51480
"化粧品",9933467,1138
"化粧品",9913432,1080
"化粧品",9904147,25180
"化粧品",9906833,798
"化粧品",9919692,1305
"バッグ",9902709,8600
"化粧品",9915218,558
"化粧品",9900281,158
"化粧品",9911683,14540
"化粧品",9940288,580
"化粧品",9912597,250
"食品",9932450,8450
"化粧品",9940289,2396
"化粧品",9904277,1370
"化粧品",9927021,13046
"化粧品",9912590,3885
"化粧品",9906770,1800
"バッグ",9908325,13650
"化粧品",9906451,9000
"化粧品",9920953,2656
"バッグ",9923530,400
"バッグ",9901632,2000
"化粧品",9905448,1048
"化粧品",9920589,894
"化粧品",9906829,9283
"バッグ",9940301,942
"化粧品",9913990,2050
"食品",9902288,13836
"バッグ",9937752,33335
"化粧品",9902479,130
"食品",9901332,4200
"化粧品",9915261,3850
"バッグ",9927206,15288
"バッグ",9912813,3200
"バッグ",9904721,300
"バッグ",9905564,823
"バッグ",9919301,8462
"バッグ",9902441,12240
"バッグ",9913285,2000
"化粧品",9912594,6615
"バッグ",9922971,38494
"バッグ",9940306,21940
"化粧品",9912515,8151
"化粧品",9922042,1731
"化粧品",9910760,3740
"化粧品",9914064,1870
"食品",9921314,148
"化粧品",9910472,4070
"化粧品",9914495,1411
"化粧品",9913945,471
"化粧品",9901064,464
"化粧品",9928796,2266
"化粧品",9911575,3376
"化粧品",9906207,691
"化粧品",9940348,7701
"バッグ",9902746,400
"バッグ",9921834,400
"化粧品",9940349,11400
"化粧品",9918378,36600
"化粧品",9929092,206
"食品",9916141,1138
"化粧品",9938295,5320
"バッグ",9925476,500
"バッグ",9924502,500
"化粧品",9914183,3230
"食品",9916074,1995
"化粧品",9919521,325
"食品",9901445,2600
"化粧品",9912283,12562
"化粧品",9940354,1471
"化粧品",9909805,46080
"化粧品",9908022,5980
"バッグ",9933703,600
"バッグ",9906084,19960
"化粧品",9924876,1769
"化粧品",9923033,1575
"化粧品",9937030,1028
"化粧品",9900694,1163
"化粧品",9940356,2846
"化粧品",9925527,9076
"化粧品",9916942,22140
"化粧品",9917167,8700
"化粧品",9902469,12057
"食品",9929986,319635
"化粧品",9915336,1360
"化粧品",9905581,8148
"バッグ",9940393,72000
"化粧品",9915775,877
"化粧品",9902972,209
"化粧品",9919021,475
"化粧品",9907231,700
"化粧品",9910950,137716
"バッグ",9922665,1558
"バッグ",9922862,1150
"バッグ",9920396,3635
"バッグ",9910874,6045
"化粧品",9907983,804
"食品",9902724,8190
"食品",9916906,1889
"化粧品",9914800,680
"化粧品",9908664,8400
"バッグ",9940412,10452
"化粧品",9907856,3477
"化粧品",9917731,4486
"化粧品",9940414,3388
"バッグ",9921775,300
"化粧品",9940415,13569
"食品",9905671,6476
"化粧品",9909758,3560
"化粧品",9938139,8327
"化粧品",9938138,6767
"バッグ",9940435,4323
"バッグ",9940438,7315
"バッグ",9940433,10140
"化粧品",9934873,15901
"食品",9940434,17625
"化粧品",9940437,9976
"化粧品",9940436,18865
"バッグ",9927869,5880
"食品",9903861,13155
"化粧品",9940439,3700
"化粧品",9920209,18376
"化粧品",9906727,756
"化粧品",9905943,348
"化粧品",9940443,2600
"化粧品",9911372,5200
"化粧品",9940442,2700
"化粧品",9940441,2600
"化粧品",9909160,7000
"化粧品",9916010,6600
"化粧品",9925673,19800
"化粧品",9901258,15415
"化粧品",9931603,9980
"食品",9940448,25500
"化粧品",9914913,29284
"食品",9940447,51000
"バッグ",9917720,5320
"化粧品",9907345,23427
"化粧品",9921706,3861
"化粧品",9922658,48573
"化粧品",9901937,4153
"バッグ",9919933,28514
"食品",9914162,3110
"バッグ",9925428,6446
"バッグ",9906324,9830
"化粧品",9936385,2812
"化粧品",9904865,8400
"化粧品",9902824,665
"食品",9919465,35854
"食品",9931351,712
"バッグ",9901524,20330
"化粧品",9902805,172
"化粧品",9925621,630
"化粧品",9914051,5460
"食品",9910691,1341
"化粧品",9916293,13696
"バッグ",9909969,18544
"化粧品",9903466,39600
"食品",9902533,5412
"食品",9905492,2995
"食品",9905493,3270
"化粧品",9903450,761
"化粧品",9909261,200
"バッグ",9909146,5002
"バッグ",9912172,2122
"化粧品",9932052,1200
"化粧品",9920325,4800
"食品",9915735,7561
"化粧品",9934856,1178
"食品",9910849,13775
"化粧品",9932962,1188
"化粧品",9907604,5500
"化粧品",9914878,6127
"化粧品",9922018,332
"化粧品",9909721,4740
"バッグ",9940467,22000
"バッグ",9940466,3643
"バッグ",9908871,1041
"食品",9910982,375
"化粧品",9937009,50
"化粧品",9940468,148
"バッグ",9921348,2559
"化粧品",9910282,960
"食品",9917688,702
"化粧品",9923258,74
"化粧品",9918364,43053
"化粧品",9928029,533
"化粧品",9910471,1462
"化粧品",9911532,11664
"食品",9916108,4320
"化粧品",9903111,1045
"食品",9906803,7530
"化粧品",9922107,23713
"化粧品",9917548,22217
"化粧品",9917541,12047
"化粧品",9906816,4210
"バッグ",9915203,24335
"食品",9921616,5378
"バッグ",9902439,17476
"化粧品",9930500,17550
"化粧品",9940499,3400
"化粧品",9933511,4500
"化粧品",9940494,1970
"化粧品",9934973,1530
"化粧品",9901086,3890
"化粧品",9914805,5015
"バッグ",9904536,300
"食品",9901392,931
"化粧品",9909164,23550
"食品",9915880,1185
"化粧品",9939062,3598
"化粧品",9914895,10053
"食品",9937613,1872
"食品",9940503,1326
"化粧品",9922692,4500
"化粧品",9919119,677
"化粧品",9916737,2174
"化粧品",9929461,4620
"バッグ",9906322,25831
"バッグ",9923528,12571
"バッグ",9932626,3900
"食品",9925554,3500
"バッグ",9937374,750
"化粧品",9918226,656
"バッグ",9908590,104791
"バッグ",9907992,7375
"バッグ",9911589,1200
"化粧品",9940519,6885
"化粧品",9940518,10325
"化粧品",9914516,8782
"食品",9915467,275
"食品",9923496,6639
"食品",9940523,18754
"バッグ",9940525,5991
"食品",9940524,11922
"バッグ",9940522,7846
"化粧品",9929087,7885
"食品",9940526,15647
"化粧品",9919378,3100
"化粧品",9934322,2980
"化粧品",9911305,1026
"バッグ",9925833,8009
"化粧品",9926528,12200
"化粧品",9924809,3762
"化粧品",9911602,6670
"化粧品",9914569,550
"化粧品",9914860,2708
"化粧品",9914804,3315
"食品",9904999,28386
"食品",9918922,12558
"バッグ",9916813,14970
"化粧品",9940531,6118
"バッグ",9909148,12192
"食品",9913969,1884
"バッグ",9913708,7353
"食品",9913968,2199
"化粧品",9900894,1176
"バッグ",9920154,7350
"食品",9906336,8459
"食品",9911322,3451
"食品",9940533,553
"食品",9918811,344
"食品",9918810,273
"化粧品",9905039,3450
"食品",9908438,2376
"化粧品",9923949,1920
"食品",9932810,798
"化粧品",9912729,210
"食品",9900325,2160
"化粧品",9904630,2090
"化粧品",9908399,15366
"化粧品",9911879,561
"バッグ",9904546,7800
"バッグ",9904521,18487
"バッグ",9904038,5358
"バッグ",9901578,270
"バッグ",9904554,31129
"化粧品",9900237,577
"化粧品",9929607,720
"化粧品",9906230,6240
"化粧品",9904086,16088
"化粧品",9913039,39200
"バッグ",9923601,300
"食品",9928015,2533
"食品",9929658,1995
"食品",9940538,1995
"食品",9924464,1995
"化粧品",9906677,10105
"化粧品",9909233,698
"食品",9913296,6970
"化粧品",9912282,692
"化粧品",9906174,2110
"化粧品",9928297,4499
"化粧品",9912634,238
"バッグ",9932056,325
"バッグ",9934808,325
"バッグ",9902435,475
"化粧品",9909159,292
"化粧品",9925362,798
"化粧品",9924157,1580
"化粧品",9936945,295
"化粧品",9906805,3380
"化粧品",9923329,8360
"化粧品",9909593,1700
"バッグ",9911571,3328
"バッグ",9908613,5018
"バッグ",9910832,4303
"バッグ",9912348,1587
"化粧品",9915158,1714
"食品",9940543,6639
"食品",9940544,13491
"バッグ",9902440,15645
"化粧品",9922399,6107
"化粧品",9916257,7289
"食品",9922099,10454
"食品",9918345,8864
"食品",9937728,3829
"食品",9920085,5263
"食品",9930977,6137
"食品",9921065,7097
"食品",9919619,4180
"バッグ",9914705,113144
"食品",9914879,23660
"化粧品",9912544,2565
"化粧品",9914594,11888
"化粧品",9940547,4128
"食品",9904770,1422
"食品",9924367,748
"食品",9940561,748
"食品",9940562,311
"食品",9940563,282
"食品",9940558,282
"バッグ",9940556,2288
"化粧品",9924384,418
"食品",9940559,374
"食品",9901503,3564
"食品",9934465,374
"食品",9940560,790
"食品",9940552,2736
"食品",9928497,2622
"食品",9940551,2736
"化粧品",9940564,3933
"食品",9913513,2747
"食品",9940553,2747
"化粧品",9902672,6470
"化粧品",9919049,19777
"食品",9940554,2747
"食品",9913505,2327
"食品",9940555,2747
"化粧品",9928266,6000
"化粧品",9931797,496
"化粧品",9912195,5082
"バッグ",9915238,15584
"化粧品",9910135,850
"化粧品",9905212,4000
"化粧品",9902827,1056
"化粧品",9934645,180000
"化粧品",9911535,1620
"化粧品",9930181,910
"化粧品",9922852,3352
"化粧品",9918231,11800
"化粧品",9911823,8460
"化粧品",9926586,4600
"化粧品",9911678,25350
"化粧品",9912521,22880
"食品",9912510,5526
"バッグ",9911834,42719
"化粧品",9910449,1204
"化粧品",9903270,3580
"化粧品",9922064,4770
"食品",9927356,1086
"バッグ",9920220,4750
"バッグ",9940600,4722
"バッグ",9908996,7611
"化粧品",9918269,2075
"化粧品",9911753,213
"化粧品",9940610,2187
"化粧品",9918340,25616
"食品",9904545,3150
"食品",9907444,2008
"食品",9905378,2011
"食品",9940058,1004
"食品",9903807,4015
"食品",9934140,1499
"化粧品",9940612,6256
"食品",9904527,1499
"化粧品",9940611,9384
"化粧品",9905373,823
"化粧品",9940613,6256
"食品",9940608,2353
"食品",9940609,1418
"食品",9935923,2658
"食品",9936294,1528
"バッグ",9910349,1488
"化粧品",9911183,1239
"化粧品",9940617,25300
"食品",9908019,2900
"バッグ",9904036,6979
"バッグ",9907001,826
"バッグ",9904481,270
"化粧品",9910409,2261
"化粧品",9902081,1254
"バッグ",9924506,900
"バッグ",9901576,250
"バッグ",9904496,300
"バッグ",9908875,400
"化粧品",9905868,10000
"化粧品",9923583,7900
"化粧品",9922127,5510
"バッグ",9923911,16800
"バッグ",9940621,1824
"化粧品",9940622,1841
"化粧品",9923792,4895
"食品",9912552,20885
"化粧品",9927603,4420
"化粧品",9940623,4280
"化粧品",9903971,720
"化粧品",9919866,136
"化粧品",9902589,5143
"食品",9927410,326
"食品",9940630,199
"化粧品",9919815,1587
"食品",9912675,980
"食品",9913957,4370
"食品",9903793,2064
"バッグ",9940637,419
"バッグ",9940635,1146
"バッグ",9927481,881
"化粧品",9902764,808
"化粧品",9917430,686
"化粧品",9940641,489
"化粧品",9900268,6200
"バッグ",9906866,3230
"化粧品",9907484,8312
"バッグ",9908392,7605
"バッグ",9940650,18810
"化粧品",9906493,3620
"化粧品",9940651,6445
"バッグ",9920437,2547
"バッグ",9917141,1466
"バッグ",9917133,1612
"バッグ",9912893,1466
"バッグ",9918665,2970
"化粧品",9938227,3430
"バッグ",9918667,1681
"バッグ",9940653,3609
"バッグ",9917772,517
"化粧品",9903108,1742
"化粧品",9935476,1588
"化粧品",9933492,1171
"化粧品",9930719,920
"バッグ",9910826,1200
"バッグ",9940658,2800
"バッグ",9917277,400
"バッグ",9910875,1200
"バッグ",9915418,400
"バッグ",9921750,400
"バッグ",9923445,400
"バッグ",9914750,800
"食品",9940660,379
"化粧品",9920684,741
"バッグ",9908165,5780
"化粧品",9938826,2090
"バッグ",9927194,2375
"バッグ",9940699,4988
"食品",9908465,2618
"化粧品",9901350,12094
"化粧品",9922677,554
"化粧品",9940700,5387
"化粧品",9911771,13089
"食品",9902768,7316
"バッグ",9902637,560
"化粧品",9940702,38893
"化粧品",9910770,2890
"バッグ",9922725,1989
"化粧品",9900163,3780
"化粧品",9920098,2236
"食品",9932156,532
"化粧品",9900943,450
"食品",9931350,1504
"化粧品",9940707,500
"食品",9915379,300
"バッグ",9928517,2660
"バッグ",9911239,4406
"バッグ",9914802,53360
"化粧品",9904692,3066
"化粧品",9916416,2646
"化粧品",9909723,1658
"食品",9936529,3753
"化粧品",9933037,5445
"化粧品",9937842,779
"バッグ",9904146,13501
"化粧品",9932821,870
"バッグ",9940714,2523
"化粧品",9940716,789
"化粧品",9918558,17660
"食品",9916331,470
"化粧品",9940726,12580
"バッグ",9940725,4592
"化粧品",9930419,1723
"化粧品",9935246,1723
"化粧品",9922088,3945
"化粧品",9939854,19400
"化粧品",9940727,7163
"化粧品",9917534,4319
"食品",9902521,15161
"食品",9902520,1824
"化粧品",9905357,100
"化粧品",9918373,5493
"化粧品",9918001,3440
"バッグ",9915433,22132
"食品",9908172,340
"食品",9917000,468
"化粧品",9940728,8744
"化粧品",9918559,7100
"バッグ",9910941,7000
"バッグ",9940736,2677
"化粧品",9923837,7030
"化粧品",9907265,16920
"化粧品",9902499,156
"化粧品",9916199,49893
"バッグ",9903969,95
"バッグ",9903808,122
"化粧品",9903695,153
"バッグ",9914223,310
"バッグ",9915290,826
"バッグ",9902275,18344
"化粧品",9940737,19000
"化粧品",9915629,19500
"食品",9920250,11146
"化粧品",9902829,3633
"食品",9940739,3387
"バッグ",9900487,2375
"食品",9908407,4165
"バッグ",9908676,8563
"バッグ",9900061,4450
"化粧品",9940746,9115
"化粧品",9921256,1121
"化粧品",9905491,16910
"化粧品",9934706,3501
"化粧品",9927390,3680
"化粧品",9917025,1658
"化粧品",9922900,540
"化粧品",9909355,356
"化粧品",9940768,51590
"化粧品",9918096,25992
"食品",9935654,53110
"バッグ",9912626,15363
"バッグ",9940757,11150
"食品",9940764,54865
"食品",9940763,20520
"バッグ",9918168,40974
"化粧品",9940771,14232
"化粧品",9940770,11040
"化粧品",9940774,8978
"食品",9940760,16630
"バッグ",9924443,48081
"食品",9940761,13814
"化粧品",9940775,667
"食品",9920831,8180
"化粧品",9934281,667
"食品",9940776,15162
"化粧品",9930684,770
"化粧品",9940773,11172
"バッグ",9940762,6225
"化粧品",9921557,5653
"食品",9940767,5985
"食品",9920822,7847
"バッグ",9916445,1984
"バッグ",9940756,5653
"食品",9924525,6706
"化粧品",9911684,3792
"バッグ",9940765,10773
"化粧品",9940769,9690
"食品",9940758,6650
"化粧品",9940778,7019
"化粧品",9940772,6677
"食品",9940759,13584
"バッグ",9911969,5976
"化粧品",9940777,1924
"化粧品",9928708,1022
"化粧品",9903209,6960
"化粧品",9909048,2423
"化粧品",9932236,17400
"化粧品",9903622,5425
"バッグ",9940784,7680
"バッグ",9926890,6004
"化粧品",9940787,2945
"バッグ",9904187,34300
"バッグ",9935963,1920
"化粧品",9911699,3880
"化粧品",9920330,7016
"化粧品",9940793,2795
"化粧品",9940794,5850
"食品",9926768,5526
"化粧品",9906039,1020
"化粧品",9905936,1110
"バッグ",9940795,500
"バッグ",9939667,500
"バッグ",9901032,800
"化粧品",9916148,702
"化粧品",9922729,325
"食品",9925767,4203
"食品",9926567,23373
"食品",9906335,9454
"化粧品",9915465,2600
"化粧品",9905580,1046
"化粧品",9927148,270
"化粧品",9931469,6392
"化粧品",9919403,2180
"化粧品",9915602,658
"食品",9918806,315
"化粧品",9929597,3757
"化粧品",9938921,117
"バッグ",9931047,4323
"化粧品",9913531,224
"化粧品",9910598,19195
"化粧品",9940805,11913
"化粧品",9940806,2328
"食品",9902652,273
"化粧品",9909555,359
"化粧品",9900474,444
"化粧品",9907981,666
"化粧品",9940809,4924
"食品",9920188,2423
"化粧品",9931989,1970
"化粧品",9940817,13447
"化粧品",9940816,1020
"化粧品",9924693,1890
"化粧品",9940815,37100
"化粧品",9940818,4404
"化粧品",9940819,13290
"バッグ",9940822,3237
"バッグ",9940820,9750
"バッグ",9912105,2977
"バッグ",9909995,3200
"化粧品",9918100,513
"化粧品",9902684,280
"化粧品",9903185,26208
"化粧品",9900649,398
"バッグ",9940848,17908
"化粧品",9920468,14630
"バッグ",9912133,3449
"化粧品",9920467,14630
"化粧品",9915702,26606
"化粧品",9940851,2208
"バッグ",9908998,1824
"化粧品",9940852,8968
"食品",9900182,10489
"バッグ",9940846,1710
"化粧品",9920466,12901
"化粧品",9940850,14630
"化粧品",9912189,4228
"化粧品",9936716,7636
"化粧品",9926834,9000
"化粧品",9902491,1680
"バッグ",9940856,1256
"バッグ",9940854,647
"バッグ",9926867,735
"バッグ",9940855,500
"バッグ",9925304,1613
"バッグ",9911920,10416
"化粧品",9940859,285
"化粧品",9907051,20166
"化粧品",9915851,7303
"化粧品",9903447,21390
"食品",9927189,1938
"化粧品",9919261,7421
"食品",9907619,775
"化粧品",9929419,850
"化粧品",9940862,850
"化粧品",9931818,1750
"化粧品",9914033,30875
"バッグ",9900752,2670
"化粧品",9936485,55056
"化粧品",9904601,2340
"化粧品",9910701,561
"化粧品",9902567,1022
"化粧品",9940882,11357
"化粧品",9940881,15267
"バッグ",9920248,1972
"化粧品",9908955,7233
"化粧品",9940880,9925
"食品",9907758,17732
"化粧品",9935498,7920
"化粧品",9940878,171040
"化粧品",9938822,188
"化粧品",9923300,23400
"バッグ",9905972,711
"食品",9924808,1249
"食品",9920981,341
"化粧品",9908018,2076
"化粧品",9905750,17308
"化粧品",9909912,3525
"化粧品",9912226,22040
"化粧品",9919986,13200
"化粧品",9902685,600
"バッグ",9911293,2536
"化粧品",9940883,2797
"化粧品",9940879,13760
"食品",9931101,931
"化粧品",9909812,975
"食品",9906798,1550
"化粧品",9940884,6146
"化粧品",9905246,3861
"食品",9931102,1398
"化粧品",9910163,3914
"化粧品",9919113,3312
"化粧品",9910286,2646
"化粧品",9940885,260
"化粧品",9902560,332
"化粧品",9908834,59563
"食品",9912752,6790
"食品",9904991,338
"化粧品",9940110,254
"化粧品",9912200,2600
"食品",9940886,6897
"食品",9918170,29377
"化粧品",9932502,522
"化粧品",9905934,3220
"食品",9924750,702
"バッグ",9935283,1218
"食品",9910294,73710
"化粧品",9932541,4300
"化粧品",9911260,4300
"バッグ",9934489,5823
"化粧品",9940902,20876
"化粧品",9940901,11258
"化粧品",9940904,1870
"化粧品",9908623,20510
"化粧品",9940900,110
"バッグ",9940895,6450
"化粧品",9916903,6600
"化粧品",9940911,19992
"バッグ",9940912,3668
"化粧品",9932391,5434
"バッグ",9922121,38710
"化粧品",9902488,5894
"食品",9924406,920
"化粧品",9918650,94500
"化粧品",9914616,3120
"バッグ",9939255,400
"食品",9940914,7770
"バッグ",9922441,35200
"化粧品",9919079,1450
"化粧品",9918743,2641
"バッグ",9913460,3115
"化粧品",9921272,6299
"食品",9919324,8256
"化粧品",9918506,42000
"化粧品",9936334,105
"化粧品",9905220,12672
"食品",9906242,258
"バッグ",9922318,17200
"化粧品",9940919,1692
"化粧品",9940925,1523
"化粧品",9940926,1523
"化粧品",9905808,710
"化粧品",9940918,999
"化粧品",9940922,1359
"化粧品",9925033,2718
"化粧品",9940927,1556
"化粧品",9940924,2718
"化粧品",9920602,804
"化粧品",9940920,1556
"食品",9932537,3895
"化粧品",9903829,637
"食品",9910386,109281
"化粧品",9908074,8075
"化粧品",9905576,4810
"化粧品",9904301,712
"化粧品",9940954,20484
"化粧品",9940953,25605
"食品",9940947,18156
"食品",9931718,5254
"バッグ",9928554,9510
"化粧品",9940955,5653
"化粧品",9940951,23408
"化粧品",9940952,10108
"食品",9940950,6650
"食品",9940948,3297
"食品",9940949,3297
"食品",9924457,1758
"化粧品",9916371,5940
"化粧品",9919252,5000
"化粧品",9900994,13200
"バッグ",9921008,1423
"バッグ",9940961,6480
"バッグ",9940963,2000
"化粧品",9906772,777
"バッグ",9902217,20900
"バッグ",9940965,6730
"食品",9911898,1550
"バッグ",9931022,5131
"化粧品",9900945,1196
"化粧品",9918023,2200
"化粧品",9910341,3160
"化粧品",9920044,1231
"化粧品",9909787,378
"化粧品",9905060,756
"化粧品",9940972,1723
"食品",9904112,3000
"化粧品",9914493,23760
"化粧品",9910862,233
"バッグ",9917611,342
"化粧品",9907870,69186
"化粧品",9940977,2300
"化粧品",9940979,2300
"化粧品",9940978,3315
"化粧品",9929763,1700
"化粧品",9910747,941
"バッグ",9905034,500
"バッグ",9927222,396
"化粧品",9940983,492
"バッグ",9907455,800
"化粧品",9903033,684
"化粧品",9927123,1957
"化粧品",9921255,245
"バッグ",9910824,1562
"バッグ",9905834,478
"バッグ",9906980,436
"バッグ",9931501,400
"化粧品",9926642,972
"化粧品",9913770,220
"バッグ",9918820,514
"バッグ",9906432,5696
"バッグ",9908326,648
"化粧品",9922616,5841
"化粧品",9914668,895
"バッグ",9910304,109476
"食品",9925191,2423
"食品",9932618,2100
"化粧品",9936873,2180
"バッグ",9919745,800
"化粧品",9940988,9200
"化粧品",9905927,567
"化粧品",9921630,38208
"化粧品",9931516,7600
"化粧品",9926946,2090
"化粧品",9901351,10922
"化粧品",9908864,4661
"化粧品",9931778,5200
"化粧品",9921200,1211
"化粧品",9919772,2176
"化粧品",9930180,5160
"化粧品",9935984,2700
"化粧品",9918626,3861
"化粧品",9911799,3686
"食品",9906450,6679
"化粧品",9918496,5610
"化粧品",9927205,1010
"食品",9916634,2585
"化粧品",9940994,20500
"化粧品",9932636,3163
"食品",9918765,2770
"食品",9936153,5036
"食品",9940997,6789
"食品",9937060,2669
"食品",9933602,1881
"化粧品",9934241,1853
"化粧品",9922063,1729
"化粧品",9907617,2300
"化粧品",9925281,5808
"食品",9921946,1635
"バッグ",9918414,13256
"化粧品",9940996,2300
"バッグ",9913720,5553
"バッグ",9909040,5733
"バッグ",9904032,3802
"バッグ",9905356,6868
"食品",9940995,4351
"バッグ",9908604,3348
"バッグ",9909151,2124
"バッグ",9915070,2549
"バッグ",9902111,2726
"化粧品",9939940,780
"化粧品",9940998,14580
"化粧品",9928524,92825
"食品",9941001,41400
"化粧品",9916502,34790
"化粧品",9903169,180
"化粧品",9941000,956
"化粧品",9901181,220
"化粧品",9923525,4000
"バッグ",9916540,80122
"化粧品",9917651,1500
"食品",9913935,10985
"化粧品",9903378,297
"化粧品",9941005,2160
"化粧品",9941003,2430
"化粧品",9941004,2430
"バッグ",9926179,800
"化粧品",9925267,3946
"バッグ",9901302,1180
"化粧品",9933961,13680
"化粧品",9933960,10830
"化粧品",9918009,54048
"化粧品",9916311,5135
"化粧品",9908788,9175
"化粧品",9916312,3065
"化粧品",9908774,12541
"化粧品",9928424,4202
"化粧品",9933105,12214
"バッグ",9904063,343
"化粧品",9921858,4980
"化粧品",9903541,18576
"食品",9907802,4040
"化粧品",9941019,119700
"化粧品",9933627,1136
"バッグ",9941018,717
"バッグ",9941013,4696
"バッグ",9919811,5985
"バッグ",9914680,6764
"バッグ",9932292,10830
"バッグ",9941017,11353
"化粧品",9941011,2216
"化粧品",9941012,2216
"食品",9910609,2213
"化粧品",9940590,5613
"化粧品",9941010,2500
"食品",9907823,2184
"食品",9908509,2008
"化粧品",9909938,7914
"化粧品",9941025,5619
"食品",9941024,6395
"化粧品",9927342,5419
"化粧品",9917898,3879
"化粧品",9911676,526
"化粧品",9937595,2328
"化粧品",9941029,6460
"化粧品",9910952,1559
"バッグ",9914729,1093
"食品",9905192,1126
"化粧品",9941065,12236
"化粧品",9919613,8194
"化粧品",9916972,13783
"食品",9917554,18588
"食品",9927169,6080
"食品",9919783,4589
"バッグ",9939839,1639
"化粧品",9928709,1140
"食品",9931502,2923
"食品",9913407,9387
"食品",9941070,6359
"化粧品",9930873,48
"化粧品",9900617,1880
"食品",9915739,665
"食品",9924571,249
"食品",9919959,270
"食品",9913612,2409
"バッグ",9907751,245
"化粧品",9935045,3990
"食品",9933280,5677
"バッグ",9904042,1440
"バッグ",9901567,1160
"バッグ",9915662,5560
"食品",9914288,4207
"食品",9912519,1745
"食品",9923681,5121
"バッグ",9915478,7581
"化粧品",9941081,4800
"化粧品",9921812,1700
"食品",9906766,19948
"化粧品",9909720,4831
"バッグ",9921447,9200
"食品",9927200,7329
"バッグ",9918095,1050
"食品",9905365,2941
"食品",9905359,4357
"バッグ",9941078,13243
"化粧品",9941079,1900
"バッグ",9908735,980
"バッグ",9927763,1770
"化粧品",9901594,742
"バッグ",9917394,914
"バッグ",9928983,2064
"バッグ",9941076,3822
"バッグ",9928984,2064
"バッグ",9941073,1976
"バッグ",9925313,4166
"バッグ",9941077,2064
"食品",9906321,4664
"食品",9912335,5007
"バッグ",9915394,3836
"バッグ",9904801,810
"化粧品",9915632,357
"食品",9920048,19704
"食品",9928762,17416
"食品",9925500,6123
"食品",9941075,5294
"バッグ",9941072,6353
"食品",9941074,6483
"食品",9919848,9206
"食品",9907804,4623
"食品",9918908,26405
"化粧品",9929464,4750
"化粧品",9901649,4155
"食品",9923558,11374
"バッグ",9911710,4016
"食品",9912320,9118
"バッグ",9927704,500
"バッグ",9941089,500
"バッグ",9905300,2320
"化粧品",9941091,586
"バッグ",9931246,1000
"化粧品",9915003,842
"化粧品",9941098,1230
"化粧品",9904734,212
"化粧品",9918517,1000
"バッグ",9931721,1991
"化粧品",9941099,8800
"化粧品",9915448,1896
"化粧品",9915451,511
"化粧品",9903173,22
"化粧品",9901477,545
"食品",9941105,23100
"食品",9941106,56994
"食品",9941107,9660
"食品",9906373,2274
"食品",9916905,925
"化粧品",9903320,6470
"化粧品",9902675,6470
"化粧品",9941110,7140
"食品",9915213,1566
"化粧品",9912798,5500
"食品",9941111,7315
"化粧品",9925729,2400
"食品",9941108,5328
"化粧品",9927840,31320
"化粧品",9924627,1011
"バッグ",9908752,8242
"食品",9915292,5866
"化粧品",9941114,6246
"バッグ",9941113,1400
"化粧品",9921152,2572
"化粧品",9936754,1720
"化粧品",9918703,2479
"食品",9921016,15000
"化粧品",9912302,893
"化粧品",9918631,494
"バッグ",9941120,585
"バッグ",9941121,845
"化粧品",9908396,1153
"食品",9919874,7249
"化粧品",9922880,5121
"食品",9941123,1334
"食品",9941122,1792
"化粧品",9941124,7847
"食品",9941125,2185
"バッグ",9921074,6035
"バッグ",9921526,6840
"バッグ",9930965,7220
"バッグ",9928160,7220
"バッグ",9941129,6451
"バッグ",9941128,19808
"バッグ",9938064,16819
"食品",9910101,4320
"化粧品",9903659,468
"化粧品",9941153,2380
